collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Où dépose-t-on une demande de brevet belge ?;À l'Office belge de la propriété intellectuelle (OPRI);À l'OEB uniquement;Chez un notaire;Au Tribunal de l'entreprise;-;Le brevet national belge se dépose auprès de l'Office belge de la propriété intellectuelle. L'abréviation utilisée est OPRI.;1;facile;opri|brevet-belge;2.2 - Droit des brevets;Le brevet belge se dépose auprès de {{l'OPRI}}.;OPRI|Office belge de la propriété intellectuelle;l'OPRI;l'OPRI|À l'OEB uniquement|Chez un notaire|Au Tribunal de l'entreprise
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Où dépose-t-on une demande de brevet européen ?;À l'Office européen des brevets (OEB);À l'OPRI uniquement;Chez un tiers de confiance;Auprès d'une société de gestion;-;Le brevet européen est déposé auprès de l'Office européen des brevets. L'abréviation utilisée est OEB.;1;facile;oeb|brevet-europeen;2.2 - Droit des brevets;Le brevet européen se dépose auprès de {{l'OEB}}.;OEB|Office européen des brevets;l'OEB;l'OEB|À l'OPRI uniquement|Chez un tiers de confiance|Auprès d'une société de gestion
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que doit contenir une demande de brevet ?;Une description complète, des revendications précises et éventuellement des dessins techniques;Uniquement le nom de l'inventeur;Uniquement le code source;Uniquement une preuve notariale;Revois les critères de brevetabilité et leurs limites.;La demande doit comprendre une description complète de l'invention et des revendications précises. Des dessins techniques peuvent aussi être joints.;2;moyen;demande-brevet|revendications;2.2 - Droit des brevets;Une demande contient {{description complète, revendications précises et éventuellement dessins techniques}}.;description complète|revendications précises|dessins techniques;description complète, revendications précises et éventuellement dessins techniques;description complète, revendications précises et éventuellement dessins techniques|Uniquement le nom de l'inventeur|Uniquement le code source|Uniquement une preuve notariale
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est le rôle du rapport de recherche ?;Identifier les documents pertinents de l'état de la technique et évaluer les chances de brevetabilité;Créer automatiquement le brevet;Déterminer les droits moraux;Remplacer les revendications;Revois les critères de brevetabilité et leurs limites.;Le rapport de recherche est rédigé par l'office. Il identifie les documents pertinents de l'état de la technique et aide à apprécier la brevetabilité.;2;moyen;rapport-recherche|etat-technique;2.2 - Droit des brevets;Le rapport de recherche sert à {{identifier l'état de la technique et évaluer la brevetabilité}}.;identifier l'état de la technique|évaluer la brevetabilité;identifier l'état de la technique et évaluer la brevetabilité;identifier l'état de la technique et évaluer la brevetabilité|Créer automatiquement le brevet|Déterminer les droits moraux|Remplacer les revendications
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est le délai indicatif d'octroi d'un brevet belge ?;6 à 12 mois;2,5 à 4 ans;5 à 6 ans;70 ans;-;Le tableau indique que le brevet belge peut être octroyé en 6 à 12 mois. Il s'agit d'une procédure simplifiée sans examen de fond.;1;facile;delai|brevet-belge;2.2 - Droit des brevets;Le délai indicatif du brevet belge est {{6 à 12 mois}}.;6 à 12 mois;6 à 12 mois;6 à 12 mois|2,5 à 4 ans|5 à 6 ans|70 ans
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est le délai indicatif d'un brevet européen ?;2,5 à 4 ans;6 à 12 mois;10 ans;15 ans;-;Le tableau indique un délai indicatif de 2,5 à 4 ans pour un brevet européen. Ce délai inclut la recherche et l'examen de fond.;1;facile;delai|brevet-europeen;2.2 - Droit des brevets;Le délai indicatif du brevet européen est {{2,5 à 4 ans}}.;2,5 à 4 ans|2.5 à 4 ans;2,5 à 4 ans;2,5 à 4 ans|6 à 12 mois|10 ans|15 ans
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel délai est mentionné pour le PCT avant les brevets nationaux ?;2 à 3 ans pour le rapport international, jusqu'à 5 à 6 ans pour les brevets nationaux;6 à 12 mois pour tout obtenir;70 ans après décès;10 ans après fixation;Revois les critères de brevetabilité et leurs limites.;Le tableau distingue le rapport international, qui peut prendre 2 à 3 ans, et l'obtention des brevets nationaux, qui peut aller jusqu'à 5 à 6 ans. Le PCT ouvre une voie vers des protections nationales.;3;avancé;pct|delai;2.2 - Droit des brevets;Le PCT prend {{2 à 3 ans}} pour le rapport international.;2 à 3 ans|5 à 6 ans;2 à 3 ans;2 à 3 ans|6 à 12 mois pour tout obtenir|70 ans après décès|10 ans après fixation
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle procédure accélérée est mentionnée auprès de l'OEB ?;La procédure PACE;La procédure SAS;La procédure escrow;La procédure Berne;-;Le document mentionne la possibilité de demander une procédure accélérée dans certains pays. L'exemple cité est la procédure PACE auprès de l'OEB.;1;facile;pace|procedure-acceleree;2.2 - Droit des brevets;La procédure accélérée mentionnée est {{PACE}}.;PACE|procédure PACE;PACE;PACE|La procédure SAS|La procédure escrow|La procédure Berne
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la durée maximale d'un brevet ?;20 ans à compter de la date de dépôt;70 ans après le décès;15 ans après création;10 ans après fixation;-;Le brevet est accordé pour une durée maximale de 20 ans à partir de la date de dépôt. Après cette période, l'invention tombe dans le domaine public.;1;facile;duree|brevet;2.2 - Droit des brevets;Un brevet dure maximum {{20 ans à compter du dépôt}}.;20 ans|20 ans à compter du dépôt;20 ans à compter du dépôt;20 ans à compter du dépôt|70 ans après le décès|15 ans après création|10 ans après fixation
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que doit payer le titulaire pour maintenir le brevet en vigueur ?;Une taxe annuelle;Une redevance par utilisateur;Une amende pénale;Aucun paiement;-;Le document précise que le titulaire doit payer une taxe annuelle pour maintenir le brevet en vigueur. Cela distingue le maintien du brevet de la protection automatique du droit d'auteur.;1;facile;taxe-annuelle|brevet;2.2 - Droit des brevets;Le titulaire doit payer {{une taxe annuelle}}.;taxe annuelle;une taxe annuelle;une taxe annuelle|Une redevance par utilisateur|Une amende pénale|Aucun paiement
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que se passe-t-il après 20 ans de brevet ?;L'invention tombe dans le domaine public et peut être librement exploitée;Le brevet devient droit d'auteur;Le monopole se renouvelle automatiquement;L'invention est détruite;-;À l'expiration de la durée maximale, l'invention tombe dans le domaine public. Elle peut alors être exploitée librement.;1;facile;domaine-public|brevet;2.2 - Droit des brevets;Après 20 ans, l'invention tombe {{dans le domaine public}}.;domaine public|dans le domaine public;dans le domaine public;dans le domaine public|Le brevet devient droit d'auteur|Le monopole se renouvelle automatiquement|L'invention est détruite
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est l'étendue territoriale d'un brevet belge ?;Il est valable uniquement en Belgique;Il est mondial automatiquement;Il vaut dans tous les pays PCT;Il vaut aux États-Unis;-;Le tableau précise que le brevet belge est valable uniquement en Belgique. Un brevet ne protège que dans les territoires où il est demandé et validé.;1;facile;territoire|brevet-belge;2.2 - Droit des brevets;Un brevet belge est valable {{uniquement en Belgique}}.;Belgique|uniquement en Belgique;uniquement en Belgique;uniquement en Belgique|Il est mondial automatiquement|Il vaut dans tous les pays PCT|Il vaut aux États-Unis
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est l'étendue territoriale d'un brevet européen ?;Il est valable dans les États désignés parmi les membres de la CBE;Il est automatiquement mondial;Il vaut uniquement en Belgique;Il vaut uniquement aux États-Unis;Revois les critères de brevetabilité et leurs limites.;Le brevet européen produit ses effets dans les États désignés parmi les membres de la CBE. Il ne crée pas une protection mondiale automatique.;2;moyen;territoire|brevet-europeen;2.2 - Droit des brevets;Un brevet européen vaut dans {{les États désignés parmi les membres de la CBE}}.;États désignés|membres de la CBE;les États désignés parmi les membres de la CBE;les États désignés parmi les membres de la CBE|Il est automatiquement mondial|Il vaut uniquement en Belgique|Il vaut uniquement aux États-Unis
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que permet une demande PCT ?;Elle peut conduire à des protections nationales dans plus de 150 pays après validation nationale;Elle crée un brevet mondial automatique;Elle remplace le droit d'auteur;Elle vaut seulement en Belgique;Revois les critères de brevetabilité et leurs limites.;Le PCT peut mener à des protections nationales dans plus de 150 pays. Il nécessite ensuite des validations nationales et ne produit pas un effet mondial automatique.;3;avancé;pct|territoire;2.2 - Droit des brevets;Le PCT peut conduire à {{des protections nationales dans plus de 150 pays}}.;protections nationales|plus de 150 pays;des protections nationales dans plus de 150 pays;des protections nationales dans plus de 150 pays|Elle crée un brevet mondial automatique|Elle remplace le droit d'auteur|Elle vaut seulement en Belgique
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Un brevet a-t-il un effet international automatique ?;Non, il ne protège que les territoires où il est demandé et validé;Oui, dès le dépôt belge;Oui, si le logiciel est technique;Oui, après publication;Revois les critères de brevetabilité et leurs limites.;Le document souligne qu'un brevet ne protège que sur les territoires où il est demandé et validé. Il n'a aucun effet international automatique.;2;moyen;territorialite|brevet;2.2 - Droit des brevets;Un brevet n'a {{aucun effet international automatique}}.;aucun effet international automatique|non;aucun effet international automatique;aucun effet international automatique|Oui, dès le dépôt belge|Oui, si le logiciel est technique|Oui, après publication
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Qu'est-ce qu'une topographie de produit semi-conducteur ?;La configuration tridimensionnelle d'un circuit intégré;Le code source d'un logiciel;Une base de données structurée;Une licence d'exploitation logicielle;-;Une topographie désigne la configuration tridimensionnelle d'un circuit intégré, comme une puce électronique ou un semi-conducteur. Le régime vise la structure du circuit.;1;facile;topographie|semi-conducteur|definition;2.3 - Droit des topographies des produits semi-conducteurs;Une topographie de produit semi-conducteur désigne {{la configuration tridimensionnelle d'un circuit intégré}}.;configuration tridimensionnelle d'un circuit intégré|configuration tridimensionnelle|circuit intégré;la configuration tridimensionnelle d'un circuit intégré;la configuration tridimensionnelle d'un circuit intégré|Le code source d'un logiciel|Une base de données structurée|Une licence d'exploitation logicielle
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels exemples de produits sont concernés par le droit des topographies ?;Les chips utilisés dans les ordinateurs, smartphones et voitures connectées;Les contrats de licence logicielle uniquement;Les bases de données en ligne uniquement;Les interfaces graphiques de sites web uniquement;-;Le document cite les chips utilisés dans les ordinateurs, les smartphones et les voitures connectées. Il s'agit de circuits intégrés ou de semi-conducteurs.;1;facile;topographie|semi-conducteur|exemple;2.3 - Droit des topographies des produits semi-conducteurs;Les topographies concernent notamment les {{chips utilisés dans les ordinateurs, smartphones et voitures connectées}}.;chips|puces électroniques|ordinateurs smartphones voitures connectées;chips utilisés dans les ordinateurs, smartphones et voitures connectées;chips utilisés dans les ordinateurs, smartphones et voitures connectées|Les contrats de licence logicielle uniquement|Les bases de données en ligne uniquement|Les interfaces graphiques de sites web uniquement
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel type de régime protège les topographies de produits semi-conducteurs ?;Un régime sui generis autonome;Le régime général du droit des brevets uniquement;Le régime général des bases de données uniquement;Le régime de la responsabilité civile uniquement;-;Le droit des topographies repose sur un régime sui generis. Il est autonome et distinct du droit d'auteur ou du brevet.;1;facile;topographie|semi-conducteur|sui-generis;2.3 - Droit des topographies des produits semi-conducteurs;Les topographies de produits semi-conducteurs sont protégées par {{un régime sui generis autonome}}.;régime sui generis autonome|régime sui generis;un régime sui generis autonome;un régime sui generis autonome|Le régime général du droit des brevets uniquement|Le régime général des bases de données uniquement|Le régime de la responsabilité civile uniquement
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que protège le droit des topographies des produits semi-conducteurs ?;La structure du circuit;Le code source du logiciel embarqué;Les fonctionnalités du composant;Les idées commerciales liées à la puce;-;Ce régime protège uniquement la structure du circuit. Il ne protège ni le code ni les fonctionnalités du composant.;1;facile;topographie|semi-conducteur|objet-protection;2.3 - Droit des topographies des produits semi-conducteurs;Le droit des topographies protège {{la structure du circuit}}.;structure du circuit|configuration physique du circuit;la structure du circuit;la structure du circuit|Le code source du logiciel embarqué|Les fonctionnalités du composant|Les idées commerciales liées à la puce
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que ne protège pas le droit des topographies des produits semi-conducteurs ?;Le code et les fonctionnalités du composant;La configuration tridimensionnelle du circuit;L'agencement physique des composants;L'architecture logique gravée sur la puce;-;Le document précise que le régime ne protège ni le code ni les fonctionnalités du composant. Il protège seulement la structure du circuit.;1;facile;topographie|semi-conducteur|limite;2.3 - Droit des topographies des produits semi-conducteurs;Le droit des topographies ne protège pas {{le code et les fonctionnalités du composant}}.;le code et les fonctionnalités du composant|code et fonctionnalités;le code et les fonctionnalités du composant;le code et les fonctionnalités du composant|La configuration tridimensionnelle du circuit|L'agencement physique des composants|L'architecture logique gravée sur la puce
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelles sont les conditions de protection d'une topographie ?;Elle doit résulter d'un effort intellectuel, ne pas être banale ou purement fonctionnelle, et être fixée ou codifiée;Elle doit être nouvelle, inventive et brevetée;Elle doit être enregistrée, publiée et exploitée commercialement;Elle doit être originale, utile et déposée chez un notaire;Revois le régime spécial attaché au support matériel.;La topographie doit résulter de l'effort intellectuel de son créateur, ne pas être banale ou purement fonctionnelle, et avoir été fixée ou codifiée. La fixation peut par exemple se faire sur un masque de production ou un fichier technique.;2;moyen;topographie|semi-conducteur|conditions;2.3 - Droit des topographies des produits semi-conducteurs;Une topographie est protégée si elle résulte d'un effort intellectuel, n'est pas banale ou purement fonctionnelle, et est {{fixée ou codifiée}}.;fixée ou codifiée|effort intellectuel non banale fixée;fixée ou codifiée;fixée ou codifiée|Elle doit être nouvelle, inventive et brevetée|Elle doit être enregistrée, publiée et exploitée commercialement|Elle doit être originale, utile et déposée chez un notaire
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);À partir de quel moment la protection d'une topographie est-elle effective ?;Dès la fixation de la topographie;Dès la publication d'un brevet;Dès la vente internationale de la puce;Dès l'enregistrement obligatoire auprès de l'OEB;-;La protection est automatique et devient effective dès la fixation de la topographie. Aucune formalité obligatoire n'est exigée.;1;facile;topographie|semi-conducteur|formalite;2.3 - Droit des topographies des produits semi-conducteurs;La protection d'une topographie est effective dès {{la fixation de la topographie}}.;fixation|la fixation de la topographie;la fixation de la topographie;la fixation de la topographie|Dès la publication d'un brevet|Dès la vente internationale de la puce|Dès l'enregistrement obligatoire auprès de l'OEB
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Le dépôt d'une topographie est-il obligatoire ?;Non, mais il peut être utile pour la preuve ou la reconnaissance dans certains États;Oui, il est toujours obligatoire;Oui, mais seulement auprès de l'OEB;Non, et il n'a jamais aucune utilité;Revois le régime spécial attaché au support matériel.;Le document indique qu'aucune formalité obligatoire n'est requise. Un dépôt reste possible pour des raisons de preuve ou de reconnaissance dans certains États.;2;moyen;topographie|semi-conducteur|depot;2.3 - Droit des topographies des produits semi-conducteurs;Le dépôt d'une topographie n'est pas obligatoire, mais peut être utile pour {{la preuve ou la reconnaissance dans certains États}}.;preuve ou reconnaissance|preuve|reconnaissance dans certains États;la preuve ou la reconnaissance dans certains États;la preuve ou la reconnaissance dans certains États|Oui, il est toujours obligatoire|Oui, mais seulement auprès de l'OEB|Non, et il n'a jamais aucune utilité
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle est la durée de protection d'une topographie de produit semi-conducteur ?;10 ans;15 ans;20 ans;70 ans après le décès du créateur;-;La protection d'une topographie dure 10 ans. À l'issue de ce délai, la topographie tombe dans le domaine public.;1;facile;topographie|semi-conducteur|duree;2.3 - Droit des topographies des produits semi-conducteurs;Une topographie de produit semi-conducteur est protégée pendant {{10 ans}}.;10 ans|dix ans;10 ans;10 ans|15 ans|20 ans|70 ans après le décès du créateur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);À partir de quand court le délai de 10 ans pour une topographie ?;À partir de la première exploitation commerciale ou de la fixation si elle n'est jamais exploitée;À partir du décès du créateur;À partir de la date de dépôt du brevet;À partir de la première action en justice;Revois le régime spécial attaché au support matériel.;Le délai de 10 ans court à partir de la première exploitation commerciale. Si la topographie n'est jamais exploitée, il court à partir de sa fixation.;2;moyen;topographie|semi-conducteur|duree|point-depart;2.3 - Droit des topographies des produits semi-conducteurs;Le délai de protection d'une topographie court à partir de la première exploitation commerciale ou de {{la fixation si elle n'est jamais exploitée}}.;la fixation si elle n'est jamais exploitée|fixation;la fixation si elle n'est jamais exploitée;la fixation si elle n'est jamais exploitée|À partir du décès du créateur|À partir de la date de dépôt du brevet|À partir de la première action en justice
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de la puce RFID, que protège le droit des topographies ?;La configuration physique du circuit intégré et l'architecture logique gravée sur la puce;Le code embarqué et l'idée d'alerte automatique;Le principe du capteur thermique et les données logistiques;Le nom commercial de la startup et le contrat de vente;Revois le régime spécial attaché au support matériel.;Dans l'exemple, le droit des topographies protège l'agencement tridimensionnel des composants et l'architecture logique gravée sur la puce. Il ne protège pas toutes les fonctionnalités ou idées associées.;2;moyen;topographie|semi-conducteur|rfid|exemple;2.3 - Droit des topographies des produits semi-conducteurs;Dans l'exemple de la puce RFID, le droit des topographies protège {{la configuration physique du circuit intégré et l'architecture logique gravée sur la puce}}.;configuration physique et architecture logique gravée|configuration physique du circuit intégré|architecture logique gravée;la configuration physique du circuit intégré et l'architecture logique gravée sur la puce;la configuration physique du circuit intégré et l'architecture logique gravée sur la puce|Le code embarqué et l'idée d'alerte automatique|Le principe du capteur thermique et les données logistiques|Le nom commercial de la startup et le contrat de vente
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de la puce RFID, par quel droit le code embarqué peut-il plutôt être protégé ?;Par le droit d'auteur s'il est original;Par le droit des topographies uniquement;Par le droit des bases de données automatiquement;Par la règle de l'épuisement communautaire;Revois le régime spécial attaché au support matériel.;Le tableau du document indique que le code embarqué n'est pas protégé par le régime des topographies. Il peut plutôt relever du droit d'auteur s'il est original.;2;moyen;topographie|semi-conducteur|droit-auteur|code;2.3 - Droit des topographies des produits semi-conducteurs;Dans l'exemple de la puce RFID, le code embarqué peut être protégé par {{le droit d'auteur s'il est original}}.;droit d'auteur s'il est original|droit d'auteur|DA si original;le droit d'auteur s'il est original;le droit d'auteur s'il est original|Par le droit des topographies uniquement|Par le droit des bases de données automatiquement|Par la règle de l'épuisement communautaire
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de la puce RFID, comment le principe du capteur thermique peut-il être protégé ?;Par brevet s'il présente un effet technique et une nouveauté;Par le droit des topographies sans condition;Par le droit moral de divulgation;Par le droit des bases de données s'il est fixé;Revois le régime spécial attaché au support matériel.;Le tableau du document indique que le principe du capteur thermique n'est pas protégé par le régime des topographies. Il peut plutôt relever du brevet s'il présente un effet technique et une nouveauté.;3;avancé;topographie|semi-conducteur|brevet|capteur;2.3 - Droit des topographies des produits semi-conducteurs;Le principe du capteur thermique peut être protégé par {{brevet s'il présente un effet technique et une nouveauté}}.;brevet si effet technique et nouveauté|brevet|effet technique et nouveauté;brevet s'il présente un effet technique et une nouveauté;brevet s'il présente un effet technique et une nouveauté|Par le droit des topographies sans condition|Par le droit moral de divulgation|Par le droit des bases de données s'il est fixé
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de la puce RFID, l'idée d'alerte automatique est-elle protégeable en soi ?;Non, elle n'est pas protégeable en soi;Oui, toujours par le droit des topographies;Oui, automatiquement par le droit d'auteur;Oui, uniquement par le droit des bases de données;Revois le régime spécial attaché au support matériel.;Le tableau indique que l'idée d'alerte automatique n'est pas protégeable en soi. Cela illustre la limite des régimes de propriété intellectuelle face aux simples idées.;2;moyen;topographie|semi-conducteur|idee|limite;2.3 - Droit des topographies des produits semi-conducteurs;Dans l'exemple de la puce RFID, l'idée d'alerte automatique {{n'est pas protégeable en soi}}.;n'est pas protégeable en soi|non;n'est pas protégeable en soi;n'est pas protégeable en soi|Oui, toujours par le droit des topographies|Oui, automatiquement par le droit d'auteur|Oui, uniquement par le droit des bases de données
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est l'objectif du régime des bases de données ?;Protéger les bases de données même lorsqu'elles ne sont pas originales au sens du droit d'auteur;Protéger uniquement les logiciels brevetables;Protéger les idées et les faits contenus dans une base;Remplacer totalement le droit d'auteur;-;Le régime vise à protéger les bases de données même lorsqu'elles ne sont pas originales au sens du droit d'auteur. Il protège surtout l'effort d'organisation et d'investissement.;1;facile;bases-de-donnees|objectif;2.3 - Droit des bases de données;Le régime des bases de données vise à protéger les bases même lorsqu'elles ne sont pas {{originales au sens du droit d'auteur}}.;originales au sens du droit d'auteur|originales;originales au sens du droit d'auteur;originales au sens du droit d'auteur|Protéger uniquement les logiciels brevetables|Protéger les idées et les faits contenus dans une base|Remplacer totalement le droit d'auteur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que protège le droit des bases de données ?;Le contenant, c'est-à-dire la structure, l'arrangement et l'effort d'organisation;Le contenu brut de la base;Les idées et les faits eux-mêmes;La créativité artistique des œuvres unitaires;-;Le droit des bases de données protège le contenant de la base. Cela vise la structure, l'arrangement et l'effort d'organisation.;1;facile;bases-de-donnees|objet-protection;2.3 - Droit des bases de données;Le droit des bases de données protège {{le contenant, c'est-à-dire la structure, l'arrangement et l'effort d'organisation}}.;contenant|structure arrangement effort d'organisation;le contenant, c'est-à-dire la structure, l'arrangement et l'effort d'organisation;le contenant, c'est-à-dire la structure, l'arrangement et l'effort d'organisation|Le contenu brut de la base|Les idées et les faits eux-mêmes|La créativité artistique des œuvres unitaires
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que ne protège pas le droit des bases de données ?;Le contenu en tant que tel, les idées et les faits;La structure de classement;L'effort de compilation;L'organisation méthodique des éléments;-;Le document précise que le droit des bases de données ne protège ni le contenu en tant que tel, ni les idées, ni les faits. Il vise le contenant et l'investissement.;1;facile;bases-de-donnees|limite;2.3 - Droit des bases de données;Le droit des bases de données ne protège pas {{le contenu en tant que tel, les idées et les faits}}.;contenu idées faits|le contenu en tant que tel;le contenu en tant que tel, les idées et les faits;le contenu en tant que tel, les idées et les faits|La structure de classement|L'effort de compilation|L'organisation méthodique des éléments
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel investissement le droit des bases de données cherche-t-il à protéger ?;Le temps, l'argent et l'organisation technique;La seule créativité artistique;Le seul style graphique;La seule nouveauté brevetable;-;Le régime protège l'investissement consacré à la base. Le document mentionne le temps, l'argent et l'organisation technique.;1;facile;bases-de-donnees|investissement;2.3 - Droit des bases de données;Le droit des bases de données vise à protéger l'investissement en {{temps, argent et organisation technique}}.;temps argent organisation technique|temps argent et organisation;temps, argent et organisation technique;temps, argent et organisation technique|La seule créativité artistique|Le seul style graphique|La seule nouveauté brevetable
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle directive définit le régime des bases de données mentionné dans le document ?;La directive 96/9/CE;La directive 2009/24/CE;La Convention de Berne;L'article 52 CBE;-;Le document indique que la définition légale vient de la directive 96/9/CE, transposée en Belgique. La directive 2009/24/CE concerne plutôt les programmes d'ordinateur.;1;facile;bases-de-donnees|directive;2.3 - Droit des bases de données;Le régime des bases de données mentionné dans le document vient de la {{directive 96/9/CE}}.;directive 96/9/CE|96/9/CE;directive 96/9/CE;directive 96/9/CE|La directive 2009/24/CE|La Convention de Berne|L'article 52 CBE
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Comment le document définit-il une base de données ?;Un recueil d'éléments indépendants, disposés systématiquement ou méthodiquement et individuellement accessibles;Une œuvre unitaire protégée pendant 70 ans;Une invention technique nouvelle et inventive;Un logiciel considéré en tant que tel;Revois la différence entre structure et investissement.;La définition légale vise un recueil d'oeuvres, de données ou d'autres éléments indépendants. Ces éléments doivent être disposés de manière systématique ou méthodique et être individuellement accessibles.;2;moyen;bases-de-donnees|definition;2.3 - Droit des bases de données;Une base de données est un recueil d'éléments indépendants, disposés systématiquement ou méthodiquement et {{individuellement accessibles}}.;individuellement accessibles|accessibles individuellement;individuellement accessibles;individuellement accessibles|Une œuvre unitaire protégée pendant 70 ans|Une invention technique nouvelle et inventive|Un logiciel considéré en tant que tel
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelles sont les trois conditions cumulatives de protection d'une base de données ?;Une structure ou forme de classement, l'indépendance des éléments et l'accessibilité individuelle;La nouveauté, l'activité inventive et l'application industrielle;L'originalité, la divulgation et le dépôt;La fixation, la banalité et l'exploitation commerciale;Revois la différence entre structure et investissement.;Le document présente trois conditions cumulatives : une structure ou forme de classement, l'indépendance des éléments et l'accessibilité individuelle. Ces conditions permettent d'identifier une véritable base de données.;2;moyen;bases-de-donnees|conditions;2.3 - Droit des bases de données;Les trois conditions sont la structure ou forme de classement, l'indépendance des éléments et {{l'accessibilité individuelle}}.;accessibilité individuelle|structure indépendance accessibilité;l'accessibilité individuelle;l'accessibilité individuelle|La nouveauté, l'activité inventive et l'application industrielle|L'originalité, la divulgation et le dépôt|La fixation, la banalité et l'exploitation commerciale
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie la condition de structure ou de forme de classement pour une base de données ?;La présence d'une arborescence, de catégories ou d'un moteur de recherche;La présence obligatoire d'un brevet;La présence d'un code source original;La présence d'une seule œuvre continue;-;La condition de structure ou de classement suppose une organisation des éléments. Le document donne comme exemples une arborescence, des catégories ou un moteur de recherche.;1;facile;bases-de-donnees|structure|classement;2.3 - Droit des bases de données;La structure ou forme de classement peut prendre la forme d'une arborescence, de catégories ou {{d'un moteur de recherche}}.;moteur de recherche|arborescence catégories moteur de recherche;d'un moteur de recherche;d'un moteur de recherche|La présence obligatoire d'un brevet|La présence d'un code source original|La présence d'une seule œuvre continue
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie l'indépendance des éléments dans une base de données ?;Chaque élément peut être isolé;Tous les éléments doivent former une seule œuvre continue;Chaque élément doit être breveté séparément;Aucun élément ne doit être consultable individuellement;-;L'indépendance signifie que chaque élément peut être isolé. Le tableau donne l'exemple de fiches séparées, comme un film ou un roman dans une base.;1;facile;bases-de-donnees|independance;2.3 - Droit des bases de données;Dans une base de données, l'indépendance signifie que chaque élément peut être {{isolé}}.;isolé|être isolé;isolé;isolé|Tous les éléments doivent former une seule œuvre continue|Chaque élément doit être breveté séparément|Aucun élément ne doit être consultable individuellement
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie l'accessibilité individuelle dans une base de données ?;Chaque item est consultable séparément;La base doit être uniquement accessible en ligne;La base doit être inaccessible au public;Chaque item doit être fusionné dans une œuvre unique;-;L'accessibilité individuelle signifie que chaque item peut être consulté séparément. Le document donne comme exemples une fiche client, une image ou un article.;1;facile;bases-de-donnees|accessibilite;2.3 - Droit des bases de données;L'accessibilité individuelle signifie que chaque item est {{consultable séparément}}.;consultable séparément|accessible séparément;consultable séparément;consultable séparément|La base doit être uniquement accessible en ligne|La base doit être inaccessible au public|Chaque item doit être fusionné dans une œuvre unique
